code_commune;commune_name;total_logements;residences_principales;residences_secondaires;taux_rsecocc_pct;classe_rsecocc
01024;Attignat;1537.22008143602;1437.51600502998;17.594837012831;1.144588027785487;Très faible (0-5%)
01025;Bâgé-Dommartin;1759.4976668325;1625.17895279812;25.4391503852982;1.4458189325760524;Très faible (0-5%)
01026;Bâgé-Le-Châtel;474.574101668959;440.669144307223;8.21938360284488;1.7319494624631546;Très faible (0-5%)
01027;Balan;802.770885731586;752.208071185657;10.2998325926892;1.2830351443678347;Très faible (0-5%)
01028;Baneins;271.81615028843;247.728877561158;7.02545454545452;2.5846347018010736;Très faible (0-5%)
01029;Beaupont;332.028653386477;272.695320053144;20.7195767195767;6.240297790040242;Faible (5-10%)
01030;Beauregard;463.392138160914;384.924168244123;8.3699167911244;1.8062276205941856;Très faible (0-5%)
01031;Bellignat;1873.6657298302;1664.58924263883;29.4851456295532;1.573660934291907;Très faible (0-5%)
01032;Béligneux;1360.39332313698;1281.71051432266;19.1390616034828;1.4068770610656447;Très faible (0-5%)
01033;Valserhône;8502.2974395821;7208.48270156646;246.201512293932;2.8957057082918656;Très faible (0-5%)
01034;Belley;5257.0;4366.0;159.0;3.0245387102910404;Très faible (0-5%)
01035;Belleydoux;235.091608959629;146.730953221924;70.2868852459018;29.897658005297743;Élevé (20-40%)
01036;Valromey-Sur-Seran;983.0;644.0;312.0;31.739572736520856;Élevé (20-40%)
01037;Bénonces;188.0;132.0;37.0;19.680851063829788;Moyen (10-20%)
01038;Bény;369.0;333.0;18.0;4.878048780487805;Très faible (0-5%)
01040;Béréziat;223.050743840856;191.494690029197;10.1793721973094;4.563702421262607;Très faible (0-5%)
01041;Bettant;402.352655658206;343.700410697778;12.7504880348757;3.168983193118798;Très faible (0-5%)
01042;Bey;141.0;128.0;4.0;2.8368794326241136;Très faible (0-5%)
01043;Beynost;2157.8471872924;2003.95083790501;25.2980300362836;1.1723735668245714;Très faible (0-5%)
01044;Billiat;358.173810409883;290.950742561982;27.8729793515687;7.781970245024818;Faible (5-10%)
01045;Birieux;122.194997678178;105.336240616031;9.48305084745762;7.760588426404247;Faible (5-10%)
01046;Biziat;397.271764212509;363.412399857188;12.3124961292077;3.0992628317328608;Très faible (0-5%)
01047;Blyes;544.958629652824;512.894128176558;13.894617306382;2.549664607611375;Très faible (0-5%)
01049;La Boisse;1386.45062072085;1306.62987144131;16.3734870317003;1.1809643118185715;Très faible (0-5%)
01050;Boissey;161.030164436993;139.904415933999;15.0898203592815;9.370803546055969;Faible (5-10%)
01051;Bolozon;89.1081445523194;46.1359223300971;31.7175925925927;35.59449335629458;Élevé (20-40%)
01052;Bouligneux;153.831549700173;139.112251454559;9.19956140350877;5.980282602261546;Faible (5-10%)
01053;Bourg-En-Bresse;23765.9908957264;20927.1074089568;565.060218983019;2.377600081823763;Très faible (0-5%)
01054;Bourg-Saint-Christophe;627.486125694487;587.674514360227;9.1872949232909;1.464143117606404;Très faible (0-5%)
01056;Boyeux-Saint-Jérôme;229.0864770543;157.754105686335;49.3032566807987;21.5216791993848;Élevé (20-40%)
01057;Boz;236.015479523872;210.701671992492;13.163179916318;5.57725278989025;Faible (5-10%)
01058;Brégnier-Cordon;417.555726245241;345.777217473311;28.3070175438596;6.779219099305125;Faible (5-10%)
01060;Brénod;375.455832849669;262.569800287544;93.1583763862198;24.81207328147171;Élevé (20-40%)
01061;Brens;529.000677939133;471.924976325056;34.6531045514035;6.550672994674442;Faible (5-10%)
01062;Bressolles;430.391649908764;395.429702506787;11.6539824673255;2.7077622137408923;Très faible (0-5%)
01063;Brion;286.0;258.0;4.0;1.3986013986013983;Très faible (0-5%)
01064;Briord;556.669303122529;477.27521117724;43.7685378672747;7.862574354605785;Faible (5-10%)
01065;Buellas;848.405340131593;813.185872464996;8.53805276765984;1.0063648074557774;Très faible (0-5%)
01066;La Burbanche;97.2327616794795;44.685393258427;52.5473684210524;54.04286324219696;Très élevé (40%+)
01067;Ceignes;130.911911032067;107.741540661697;11.0814814814815;8.464838221456473;Faible (5-10%)
01068;Cerdon;455.259104572159;331.704346941998;54.8025134649908;12.037653484490512;Moyen (10-20%)
01069;Certines;707.823285453035;676.904313848711;11.3369562549186;1.6016647781885982;Très faible (0-5%)
01071;Cessy;2551.15222565913;2305.68467094545;112.018923778067;4.390914922731636;Très faible (0-5%)
01072;Ceyzériat;1544.1916318633;1403.99912682767;40.9653423805416;2.6528664924256025;Très faible (0-5%)
